basedir,bdf,video,duration
Sessions/1291,Part_10_Trial20_taggingVideos,P10-Rec4-2009.07.23.17.50.59_C1 trigger _C_Section_21,15
Sessions/3755,Part_29_Trial14_taggingVideos,P29-Rec4-2009.09.03.12.50.04_C1 trigger _C_Section_15,13
Sessions/799,Part_7_N_Trial10_emotion,P7-Rec1-2009.07.22.16.46.48_C1 trigger _C_Section_19,18
Sessions/879,Part_7_Trial28_taggingImages2,P7-Rec3-2009.07.22.17.43.52_C1 trigger _C_Section_29,11
Sessions/651,Part_6_N_Trial1_emotion,P6-Rec1-2009.07.22.14.39.28_C1 trigger _C_Section_1,21
Sessions/3715,Part_29_Trial4_taggingImages2,P29-Rec3-2009.09.03.12.43.59_C1 trigger _C_Section_5,11
Sessions/3784,Part_30_S_Trial7_emotion,P30-Rec1-2009.09.03.14.25.18_C1 trigger _C_Section_14,66
Sessions/427,Part_4_N_Trial19_emotion,P4-Rec1-2009.07.21.17.46.06_C1 trigger _C_Section_37,21
Sessions/3371,Part_26_Trial20_taggingVideos,P26-Rec4-2009.09.01.17.45.49_C1 trigger _C_Section_21,13
Sessions/1135,Part_9_Trial24_taggingImages2,P9-Rec3-2009.07.23.15.47.12_C1 trigger _C_Section_25,11
Sessions/16,Part_1_S_Trial8_emotion,P1-Rec1-2009.07.09.17.53.46_C1 trigger _C_Section_16,77
Sessions/180,Part_2_Trial9_taggingImages1,P2-Rec2-2009.07.10.16.34.31_C1 trigger _C_Section_10,11
Sessions/647,Part_5_Trial26_taggingVideos,P5-Rec4-2009.07.22.13.18.37_C1 trigger _C_Section_27,14
Sessions/2494,Part_20_S_Trial12_emotion,P20-Rec1-2009.08.31.10.38.29_C1 trigger _C_Section_24,80
Sessions/2826,Part_22_Trial25_taggingImages2,P22-Rec3-2009.08.31.17.27.47_C1 trigger _C_Section_26,11
Sessions/1552,Part_12_Trial21_taggingVideos,P12-Rec4-2009.08.26.12.31.49_C1 trigger _C_Section_22,12
Sessions/232,Part_2_Trial1_taggingVideos,P2-Rec4-2009.07.10.16.47.27_C1 trigger _C_Section_2,15
Sessions/866,Part_7_Trial15_taggingImages2,P7-Rec3-2009.07.22.17.43.52_C1 trigger _C_Section_16,11
Sessions/1231,Part_10_Trial20_taggingImages1,P10-Rec2-2009.07.23.17.37.56_C1 trigger _C_Section_21,11
Sessions/3836,Part_30_Trial25_taggingImages1,P30-Rec2-2009.09.03.15.12.12_C1 trigger _C_Section_26,11
Sessions/1589,Part_13_N_Trial15_emotion,P13-Rec1-2009.08.26.14.28.28_C1 trigger _C_Section_29,20
Sessions/3786,Part_30_S_Trial8_emotion,P30-Rec1-2009.09.03.14.25.18_C1 trigger _C_Section_16,109
Sessions/198,Part_2_Trial27_taggingImages1,P2-Rec2-2009.07.10.16.34.31_C1 trigger _C_Section_28,11
Sessions/81,Part_1_Trial10_taggingImages2,P1-Rec3-2009.07.09.18.51.48_C1 trigger _C_Section_11,11
Sessions/2702,Part_21_Trial1_taggingVideos,P21-Rec4-2009.08.31.15.25.35_C1 trigger _C_Section_2,13
Sessions/120,Part_1_Trial19_taggingVideos,P1-Rec4-2009.07.09.18.57.48_C1 trigger _C_Section_20,14
Sessions/77,Part_1_Trial6_taggingImages2,P1-Rec3-2009.07.09.18.51.48_C1 trigger _C_Section_7,10
Sessions/1148,Part_9_Trial7_taggingVideos,P9-Rec4-2009.07.23.15.54.20_C1 trigger _C_Section_8,12
Sessions/1727,Part_14_N_Trial19_emotion,P14-Rec1-2009.08.26.16.33.03_C1 trigger _C_Section_37,20
Sessions/3626,Part_28_Trial15_taggingVideos,P28-Rec4-2009.09.02.19.34.25_C1 trigger _C_Section_16,9
Sessions/567,Part_5_Trial6_taggingImages1,P5-Rec2-2009.07.22.13.04.36_C1 trigger _C_Section_7,11
Sessions/2165,Part_17_Trial14_taggingImages2,P17-Rec3-2009.08.28.10.31.45_C1 trigger _C_Section_15,13
Sessions/1534,Part_12_Trial3_taggingVideos,P12-Rec4-2009.08.26.12.31.49_C1 trigger _C_Section_4,13
Sessions/3773,Part_30_N_Trial2_emotion,P30-Rec1-2009.09.03.14.25.18_C1 trigger _C_Section_3,17
Sessions/457,Part_4_Trial26_taggingImages1,P4-Rec2-2009.07.21.18.41.08_C1 trigger _C_Section_27,11
Sessions/714,Part_6_Trial23_taggingImages1,P6-Rec2-2009.07.22.15.37.28_C1 trigger _C_Section_24,11
Sessions/1969,Part_16_N_Trial10_emotion,P16-Rec1-2009.08.27.12.02.50_C1 trigger _C_Section_19,17
Sessions/2405,Part_19_Trial24_taggingImages1,P19-Rec2-2009.08.28.17.21.43_C1 trigger _C_Section_25,11
Sessions/1041,Part_9_N_Trial1_emotion,P9-Rec1-2009.07.23.14.55.41_C1 trigger _C_Section_1,21
Sessions/3694,Part_29_Trial13_taggingImages1,P29-Rec2-2009.09.03.12.37.52_C1 trigger _C_Section_14,11
Sessions/1732,Part_14_Trial1_taggingImages1,P14-Rec2-2009.08.26.17.21.15_C1 trigger _C_Section_2,14
Sessions/102,Part_1_Trial1_taggingVideos,P1-Rec4-2009.07.09.18.57.48_C1 trigger _C_Section_2,14
Sessions/1186,Part_10_S_Trial8_emotion,P10-Rec1-2009.07.23.16.46.58_C1 trigger _C_Section_16,123
Sessions/3187,Part_25_Trial26_taggingImages1,P25-Rec2-2009.09.01.15.38.25_C1 trigger _C_Section_27,11
Sessions/1,Part_1_N_Trial1_emotion,P1-Rec1-2009.07.09.17.53.46_C1 trigger _C_Section_1,21
Sessions/1658,Part_13_Trial27_taggingImages2,P13-Rec3-2009.08.26.15.27.21_C1 trigger _C_Section_28,11
Sessions/885,Part_7_Trial4_taggingVideos,P7-Rec4-2009.07.22.17.50.27_C1 trigger _C_Section_5,14
Sessions/336,Part_3_Trial5_taggingImages2,P3-Rec3-2009.07.21.16.19.16_C1 trigger _C_Section_6,11
Sessions/44,Part_1_Trial3_taggingImages1,P1-Rec2-2009.07.09.18.44.59_C1 trigger _C_Section_4,11
Sessions/1736,Part_14_Trial5_taggingImages1,P14-Rec2-2009.08.26.17.21.15_C1 trigger _C_Section_6,11
Sessions/3044,Part_24_Trial13_taggingImages1,P24-Rec2-2009.09.01.12.48.07_C1 trigger _C_Section_14,11
Sessions/3837,Part_30_Trial26_taggingImages1,P30-Rec2-2009.09.03.15.12.12_C1 trigger _C_Section_27,11
Sessions/115,Part_1_Trial14_taggingVideos,P1-Rec4-2009.07.09.18.57.48_C1 trigger _C_Section_15,14
Sessions/2721,Part_21_Trial20_taggingVideos,P21-Rec4-2009.08.31.15.25.35_C1 trigger _C_Section_21,12
Sessions/550,Part_5_S_Trial15_emotion,P5-Rec1-2009.07.22.12.05.44_C1 trigger _C_Section_30,136
Sessions/3860,Part_30_Trial19_taggingImages2,P30-Rec3-2009.09.03.15.18.54_C1 trigger _C_Section_20,11
Sessions/2507,Part_20_N_Trial19_emotion,P20-Rec1-2009.08.31.10.38.29_C1 trigger _C_Section_37,20
Sessions/2753,Part_22_N_Trial12_emotion,P22-Rec1-2009.08.31.16.37.14_C1 trigger _C_Section_23,22
Sessions/1652,Part_13_Trial21_taggingImages2,P13-Rec3-2009.08.26.15.27.21_C1 trigger _C_Section_22,11
Sessions/2393,Part_19_Trial12_taggingImages1,P19-Rec2-2009.08.28.17.21.43_C1 trigger _C_Section_13,11
Sessions/3131,Part_25_N_Trial6_emotion,P25-Rec1-2009.09.01.14.47.38_C1 trigger _C_Section_11,17
Sessions/2759,Part_22_N_Trial15_emotion,P22-Rec1-2009.08.31.16.37.14_C1 trigger _C_Section_29,20
Sessions/730,Part_6_Trial9_taggingImages2,P6-Rec3-2009.07.22.15.44.55_C1 trigger _C_Section_10,11
Sessions/428,Part_4_S_Trial19_emotion,P4-Rec1-2009.07.21.17.46.06_C1 trigger _C_Section_38,64
Sessions/2167,Part_17_Trial16_taggingImages2,P17-Rec3-2009.08.28.10.31.45_C1 trigger _C_Section_17,11
Sessions/2450,Part_19_Trial9_taggingVideos,P19-Rec4-2009.08.28.17.33.30_C1 trigger _C_Section_10,12
Sessions/2659,Part_21_Trial18_taggingImages1,P21-Rec2-2009.08.31.15.13.20_C1 trigger _C_Section_19,11
Sessions/1750,Part_14_Trial19_taggingImages1,P14-Rec2-2009.08.26.17.21.15_C1 trigger _C_Section_20,11
Sessions/366,Part_3_Trial5_taggingVideos,P3-Rec4-2009.07.21.16.26.01_C1 trigger _C_Section_6,15
Sessions/3512,Part_28_S_Trial1_emotion,P28-Rec1-2009.09.02.18.36.41_C1 trigger _C_Section_2,123
Sessions/942,Part_8_S_Trial16_emotion,P8-Rec1-2009.07.23.13.03.17_C1 trigger _C_Section_32,118
Sessions/2338,Part_18_Trial27_taggingVideos,P18-Rec4-2009.08.28.12.26.58_C1 trigger _C_Section_28,12
Sessions/1769,Part_14_Trial8_taggingImages2,P14-Rec3-2009.08.26.17.27.33_C1 trigger _C_Section_9,11
Sessions/2459,Part_19_Trial18_taggingVideos,P19-Rec4-2009.08.28.17.33.30_C1 trigger _C_Section_19,12
Sessions/3678,Part_29_S_Trial19_emotion,P29-Rec1-2009.09.03.11.51.42_C1 trigger _C_Section_38,120
Sessions/3790,Part_30_S_Trial10_emotion,P30-Rec1-2009.09.03.14.25.18_C1 trigger _C_Section_20,145
Sessions/106,Part_1_Trial5_taggingVideos,P1-Rec4-2009.07.09.18.57.48_C1 trigger _C_Section_6,14
Sessions/2361,Part_19_N_Trial11_emotion,P19-Rec1-2009.08.28.16.34.00_C1 trigger _C_Section_21,20
Sessions/2315,Part_18_Trial4_taggingVideos,P18-Rec4-2009.08.28.12.26.58_C1 trigger _C_Section_5,13
Sessions/804,Part_7_S_Trial12_emotion,P7-Rec1-2009.07.22.16.46.48_C1 trigger _C_Section_24,120
Sessions/2321,Part_18_Trial10_taggingVideos,P18-Rec4-2009.08.28.12.26.58_C1 trigger _C_Section_11,13
Sessions/1136,Part_9_Trial25_taggingImages2,P9-Rec3-2009.07.23.15.47.12_C1 trigger _C_Section_26,11
Sessions/1593,Part_13_N_Trial17_emotion,P13-Rec1-2009.08.26.14.28.28_C1 trigger _C_Section_33,20
Sessions/1130,Part_9_Trial19_taggingImages2,P9-Rec3-2009.07.23.15.47.12_C1 trigger _C_Section_20,11
Sessions/3202,Part_25_Trial11_taggingImages2,P25-Rec3-2009.09.01.15.44.55_C1 trigger _C_Section_12,11
Sessions/3011,Part_24_N_Trial11_emotion,P24-Rec1-2009.09.01.11.59.10_C1 trigger _C_Section_21,20
Sessions/2615,Part_21_N_Trial8_emotion,P21-Rec1-2009.08.31.14.23.22_C1 trigger _C_Section_15,22
Sessions/772,Part_6_Trial21_taggingVideos,P6-Rec4-2009.07.22.15.52.24_C1 trigger _C_Section_22,15
Sessions/2394,Part_19_Trial13_taggingImages1,P19-Rec2-2009.08.28.17.21.43_C1 trigger _C_Section_14,11
Sessions/1782,Part_14_Trial21_taggingImages2,P14-Rec3-2009.08.26.17.27.33_C1 trigger _C_Section_22,11
Sessions/3027,Part_24_N_Trial19_emotion,P24-Rec1-2009.09.01.11.59.10_C1 trigger _C_Section_37,20
Sessions/2271,Part_18_Trial20_taggingImages1,P18-Rec2-2009.08.28.12.14.34_C1 trigger _C_Section_21,11
Sessions/756,Part_6_Trial5_taggingVideos,P6-Rec4-2009.07.22.15.52.24_C1 trigger _C_Section_6,15
Sessions/3195,Part_25_Trial4_taggingImages2,P25-Rec3-2009.09.01.15.44.55_C1 trigger _C_Section_5,11
Sessions/602,Part_5_Trial11_taggingImages2,P5-Rec3-2009.07.22.13.11.59_C1 trigger _C_Section_12,10
Sessions/3165,Part_25_Trial4_taggingImages1,P25-Rec2-2009.09.01.15.38.25_C1 trigger _C_Section_5,15
Sessions/2070,Part_16_Trial19_taggingVideos,P16-Rec4-2009.08.27.13.03.52_C1 trigger _C_Section_20,12
Sessions/2380,Part_19_S_Trial20_emotion,P19-Rec1-2009.08.28.16.34.00_C1 trigger _C_Section_40,112
Sessions/843,Part_7_Trial22_taggingImages1,P7-Rec2-2009.07.22.17.36.56_C1 trigger _C_Section_23,12
Sessions/277,Part_3_N_Trial9_emotion,P3-Rec1-2009.07.21.15.09.17_C1 trigger _C_Section_17,22
Sessions/3114,Part_24_Trial23_taggingVideos,P24-Rec4-2009.09.01.13.00.44_C1 trigger _C_Section_24,12
Sessions/635,Part_5_Trial14_taggingVideos,P5-Rec4-2009.07.22.13.18.37_C1 trigger _C_Section_15,14
Sessions/1775,Part_14_Trial14_taggingImages2,P14-Rec3-2009.08.26.17.27.33_C1 trigger _C_Section_15,11
Sessions/3854,Part_30_Trial13_taggingImages2,P30-Rec3-2009.09.03.15.18.54_C1 trigger _C_Section_14,11
Sessions/3635,Part_28_Trial24_taggingVideos,P28-Rec4-2009.09.02.19.34.25_C1 trigger _C_Section_25,12
Sessions/3739,Part_29_Trial28_taggingImages2,P29-Rec3-2009.09.03.12.43.59_C1 trigger _C_Section_29,12
Sessions/3196,Part_25_Trial5_taggingImages2,P25-Rec3-2009.09.01.15.44.55_C1 trigger _C_Section_6,11
Sessions/3724,Part_29_Trial13_taggingImages2,P29-Rec3-2009.09.03.12.43.59_C1 trigger _C_Section_14,11
Sessions/2516,Part_20_Trial5_taggingImages1,P20-Rec2-2009.08.31.11.26.53_C1 trigger _C_Section_6,12
Sessions/2240,Part_18_S_Trial15_emotion,P18-Rec1-2009.08.28.11.27.02_C1 trigger _C_Section_30,113
Sessions/2072,Part_16_Trial21_taggingVideos,P16-Rec4-2009.08.27.13.03.52_C1 trigger _C_Section_22,12
Sessions/801,Part_7_N_Trial11_emotion,P7-Rec1-2009.07.22.16.46.48_C1 trigger _C_Section_21,21
Sessions/984,Part_8_Trial3_taggingImages2,P8-Rec3-2009.07.23.14.00.08_C1 trigger _C_Section_4,11
Sessions/834,Part_7_Trial13_taggingImages1,P7-Rec2-2009.07.22.17.36.56_C1 trigger _C_Section_14,11
Sessions/1115,Part_9_Trial4_taggingImages2,P9-Rec3-2009.07.23.15.47.12_C1 trigger _C_Section_5,11
Sessions/2924,Part_23_Trial23_taggingImages1,P23-Rec2-2009.09.01.10.51.55_C1 trigger _C_Section_24,11
Sessions/146,Part_2_S_Trial8_emotion,P2-Rec1-2009.07.10.15.42.44_C1 trigger _C_Section_16,127
Sessions/1644,Part_13_Trial13_taggingImages2,P13-Rec3-2009.08.26.15.27.21_C1 trigger _C_Section_14,11
Sessions/787,Part_7_N_Trial4_emotion,P7-Rec1-2009.07.22.16.46.48_C1 trigger _C_Section_7,23
Sessions/57,Part_1_Trial16_taggingImages1,P1-Rec2-2009.07.09.18.44.59_C1 trigger _C_Section_17,11
Sessions/2189,Part_17_Trial8_taggingVideos,P17-Rec4-2009.08.28.10.38.02_C1 trigger _C_Section_9,10
Sessions/2918,Part_23_Trial17_taggingImages1,P23-Rec2-2009.09.01.10.51.55_C1 trigger _C_Section_18,11
Sessions/3237,Part_25_Trial16_taggingVideos,P25-Rec4-2009.09.01.15.51.22_C1 trigger _C_Section_17,14
Sessions/525,Part_5_N_Trial3_emotion,P5-Rec1-2009.07.22.12.05.44_C1 trigger _C_Section_5,21
Sessions/3189,Part_25_Trial28_taggingImages1,P25-Rec2-2009.09.01.15.38.25_C1 trigger _C_Section_29,10
Sessions/2776,Part_22_Trial5_taggingImages1,P22-Rec2-2009.08.31.17.21.53_C1 trigger _C_Section_6,11
Sessions/2492,Part_20_S_Trial11_emotion,P20-Rec1-2009.08.31.10.38.29_C1 trigger _C_Section_22,139
Sessions/790,Part_7_S_Trial5_emotion,P7-Rec1-2009.07.22.16.46.48_C1 trigger _C_Section_10,140
Sessions/3645,Part_29_N_Trial3_emotion,P29-Rec1-2009.09.03.11.51.42_C1 trigger _C_Section_5,20
Sessions/2417,Part_19_Trial6_taggingImages2,P19-Rec3-2009.08.28.17.27.41_C1 trigger _C_Section_7,10
Sessions/3222,Part_25_Trial1_taggingVideos,P25-Rec4-2009.09.01.15.51.22_C1 trigger _C_Section_2,12
Sessions/1251,Part_10_Trial10_taggingImages2,P10-Rec3-2009.07.23.17.44.24_C1 trigger _C_Section_11,11
Sessions/170,Part_2_S_Trial20_emotion,P2-Rec1-2009.07.10.15.42.44_C1 trigger _C_Section_40,84
Sessions/2128,Part_17_Trial7_taggingImages1,P17-Rec2-2009.08.28.10.25.21_C1 trigger _C_Section_8,11
Sessions/2675,Part_21_Trial4_taggingImages2,P21-Rec3-2009.08.31.15.19.32_C1 trigger _C_Section_5,11
Sessions/2607,Part_21_N_Trial4_emotion,P21-Rec1-2009.08.31.14.23.22_C1 trigger _C_Section_7,22
Sessions/960,Part_8_Trial9_taggingImages1,P8-Rec2-2009.07.23.13.53.14_C1 trigger _C_Section_10,11
Sessions/3514,Part_28_S_Trial2_emotion,P28-Rec1-2009.09.02.18.36.41_C1 trigger _C_Section_4,116
Sessions/2679,Part_21_Trial8_taggingImages2,P21-Rec3-2009.08.31.15.19.32_C1 trigger _C_Section_9,11
Sessions/3805,Part_30_N_Trial18_emotion,P30-Rec1-2009.09.03.14.25.18_C1 trigger _C_Section_35,17
Sessions/430,Part_4_S_Trial20_emotion,P4-Rec1-2009.07.21.17.46.06_C1 trigger _C_Section_40,146
Sessions/974,Part_8_Trial23_taggingImages1,P8-Rec2-2009.07.23.13.53.14_C1 trigger _C_Section_24,11
Sessions/3498,Part_27_Trial17_taggingVideos,P27-Rec4-2009.09.02.17.38.20_C1 trigger _C_Section_18,9
Sessions/535,Part_5_N_Trial8_emotion,P5-Rec1-2009.07.22.12.05.44_C1 trigger _C_Section_15,23
Sessions/2260,Part_18_Trial9_taggingImages1,P18-Rec2-2009.08.28.12.14.34_C1 trigger _C_Section_10,11
Sessions/1701,Part_14_N_Trial6_emotion,P14-Rec1-2009.08.26.16.33.03_C1 trigger _C_Section_11,17
Sessions/1385,Part_11_Trial14_taggingImages2,P11-Rec3-2009.07.24.11.34.28_C1 trigger _C_Section_15,10
Sessions/1312,Part_11_S_Trial6_emotion,P11-Rec1-2009.07.24.10.27.36_C1 trigger _C_Section_12,123
Sessions/3575,Part_28_Trial24_taggingImages1,P28-Rec2-2009.09.02.19.22.16_C1 trigger _C_Section_25,11
Sessions/1706,Part_14_S_Trial8_emotion,P14-Rec1-2009.08.26.16.33.03_C1 trigger _C_Section_16,62
Sessions/2951,Part_23_Trial20_taggingImages2,P23-Rec3-2009.09.01.10.58.14_C1 trigger _C_Section_21,12
Sessions/1481,Part_12_Trial10_taggingImages1,P12-Rec2-2009.08.26.12.19.18_C1 trigger _C_Section_11,11
Sessions/823,Part_7_Trial2_taggingImages1,P7-Rec2-2009.07.22.17.36.56_C1 trigger _C_Section_3,13
Sessions/2110,Part_17_S_Trial15_emotion,P17-Rec1-2009.08.28.09.35.38_C1 trigger _C_Section_30,110
Sessions/467,Part_4_Trial6_taggingImages2,P4-Rec3-2009.07.21.18.50.11_C1 trigger _C_Section_7,11
Sessions/3247,Part_25_Trial26_taggingVideos,P25-Rec4-2009.09.01.15.51.22_C1 trigger _C_Section_27,12
Sessions/239,Part_2_Trial8_taggingVideos,P2-Rec4-2009.07.10.16.47.27_C1 trigger _C_Section_9,10
Sessions/1147,Part_9_Trial6_taggingVideos,P9-Rec4-2009.07.23.15.54.20_C1 trigger _C_Section_7,15
Sessions/2657,Part_21_Trial16_taggingImages1,P21-Rec2-2009.08.31.15.13.20_C1 trigger _C_Section_17,11
Sessions/325,Part_3_Trial24_taggingImages1,P3-Rec2-2009.07.21.16.11.18_C1 trigger _C_Section_25,11
Sessions/417,Part_4_N_Trial14_emotion,P4-Rec1-2009.07.21.17.46.06_C1 trigger _C_Section_27,18
Sessions/1212,Part_10_Trial1_taggingImages1,P10-Rec2-2009.07.23.17.37.56_C1 trigger _C_Section_2,14
Sessions/3440,Part_27_Trial19_taggingImages1,P27-Rec2-2009.09.02.17.26.14_C1 trigger _C_Section_20,11
Sessions/3338,Part_26_Trial17_taggingImages2,P26-Rec3-2009.09.01.17.39.34_C1 trigger _C_Section_18,11
Sessions/2651,Part_21_Trial10_taggingImages1,P21-Rec2-2009.08.31.15.13.20_C1 trigger _C_Section_11,11
Sessions/2795,Part_22_Trial24_taggingImages1,P22-Rec2-2009.08.31.17.21.53_C1 trigger _C_Section_25,11
Sessions/712,Part_6_Trial21_taggingImages1,P6-Rec2-2009.07.22.15.37.28_C1 trigger _C_Section_22,11
Sessions/2903,Part_23_Trial2_taggingImages1,P23-Rec2-2009.09.01.10.51.55_C1 trigger _C_Section_3,11
Sessions/3039,Part_24_Trial8_taggingImages1,P24-Rec2-2009.09.01.12.48.07_C1 trigger _C_Section_9,11
Sessions/25,Part_1_N_Trial13_emotion,P1-Rec1-2009.07.09.17.53.46_C1 trigger _C_Section_25,21
Sessions/368,Part_3_Trial7_taggingVideos,P3-Rec4-2009.07.21.16.26.01_C1 trigger _C_Section_8,13
Sessions/3419,Part_27_N_Trial20_emotion,P27-Rec1-2009.09.02.16.36.05_C1 trigger _C_Section_39,22
Sessions/2941,Part_23_Trial10_taggingImages2,P23-Rec3-2009.09.01.10.58.14_C1 trigger _C_Section_11,11
Sessions/2718,Part_21_Trial17_taggingVideos,P21-Rec4-2009.08.31.15.25.35_C1 trigger _C_Section_18,9
Sessions/2123,Part_17_Trial2_taggingImages1,P17-Rec2-2009.08.28.10.25.21_C1 trigger _C_Section_3,12
Sessions/3862,Part_30_Trial21_taggingImages2,P30-Rec3-2009.09.03.15.18.54_C1 trigger _C_Section_22,11
Sessions/1356,Part_11_Trial15_taggingImages1,P11-Rec2-2009.07.24.11.21.50_C1 trigger _C_Section_16,19
Sessions/1544,Part_12_Trial13_taggingVideos,P12-Rec4-2009.08.26.12.31.49_C1 trigger _C_Section_14,11
Sessions/22,Part_1_S_Trial11_emotion,P1-Rec1-2009.07.09.17.53.46_C1 trigger _C_Section_22,77
Sessions/1296,Part_10_Trial25_taggingVideos,P10-Rec4-2009.07.23.17.50.59_C1 trigger _C_Section_26,15
Sessions/967,Part_8_Trial16_taggingImages1,P8-Rec2-2009.07.23.13.53.14_C1 trigger _C_Section_17,11
Sessions/2685,Part_21_Trial14_taggingImages2,P21-Rec3-2009.08.31.15.19.32_C1 trigger _C_Section_15,11
Sessions/307,Part_3_Trial6_taggingImages1,P3-Rec2-2009.07.21.16.11.18_C1 trigger _C_Section_7,11
Sessions/814,Part_7_S_Trial17_emotion,P7-Rec1-2009.07.22.16.46.48_C1 trigger _C_Section_34,136
Sessions/1691,Part_14_N_Trial1_emotion,P14-Rec1-2009.08.26.16.33.03_C1 trigger _C_Section_1,20
Sessions/2351,Part_19_N_Trial6_emotion,P19-Rec1-2009.08.28.16.34.00_C1 trigger _C_Section_11,17
Sessions/3672,Part_29_S_Trial16_emotion,P29-Rec1-2009.09.03.11.51.42_C1 trigger _C_Section_32,57
Sessions/1013,Part_8_Trial2_taggingVideos,P8-Rec4-2009.07.23.14.06.32_C1 trigger _C_Section_3,17
Sessions/3760,Part_29_Trial19_taggingVideos,P29-Rec4-2009.09.03.12.50.04_C1 trigger _C_Section_20,13
Sessions/1793,Part_14_Trial2_taggingVideos,P14-Rec4-2009.08.26.17.33.49_C1 trigger _C_Section_3,14
Sessions/3305,Part_26_Trial14_taggingImages1,P26-Rec2-2009.09.01.17.33.19_C1 trigger _C_Section_15,11
Sessions/276,Part_3_S_Trial8_emotion,P3-Rec1-2009.07.21.15.09.17_C1 trigger _C_Section_16,118
Sessions/3843,Part_30_Trial2_taggingImages2,P30-Rec3-2009.09.03.15.18.54_C1 trigger _C_Section_3,11
Sessions/1424,Part_11_Trial23_taggingVideos,P11-Rec4-2009.07.24.11.41.28_C1 trigger _C_Section_24,14
Sessions/3339,Part_26_Trial18_taggingImages2,P26-Rec3-2009.09.01.17.39.34_C1 trigger _C_Section_19,12
Sessions/654,Part_6_S_Trial2_emotion,P6-Rec1-2009.07.22.14.39.28_C1 trigger _C_Section_4,157
Sessions/3754,Part_29_Trial13_taggingVideos,P29-Rec4-2009.09.03.12.50.04_C1 trigger _C_Section_14,11
Sessions/1365,Part_11_Trial24_taggingImages1,P11-Rec2-2009.07.24.11.21.50_C1 trigger _C_Section_25,11
Sessions/2230,Part_18_S_Trial10_emotion,P18-Rec1-2009.08.28.11.27.02_C1 trigger _C_Section_20,122
Sessions/1117,Part_9_Trial6_taggingImages2,P9-Rec3-2009.07.23.15.47.12_C1 trigger _C_Section_7,11
Sessions/3599,Part_28_Trial18_taggingImages2,P28-Rec3-2009.09.02.19.28.24_C1 trigger _C_Section_19,11
Sessions/2264,Part_18_Trial13_taggingImages1,P18-Rec2-2009.08.28.12.14.34_C1 trigger _C_Section_14,11
Sessions/1084,Part_9_Trial3_taggingImages1,P9-Rec2-2009.07.23.15.39.13_C1 trigger _C_Section_4,12
Sessions/833,Part_7_Trial12_taggingImages1,P7-Rec2-2009.07.22.17.36.56_C1 trigger _C_Section_13,11
Sessions/3426,Part_27_Trial5_taggingImages1,P27-Rec2-2009.09.02.17.26.14_C1 trigger _C_Section_6,11
Sessions/3738,Part_29_Trial27_taggingImages2,P29-Rec3-2009.09.03.12.43.59_C1 trigger _C_Section_28,11
Sessions/2854,Part_22_Trial23_taggingVideos,P22-Rec4-2009.08.31.17.33.45_C1 trigger _C_Section_24,12
Sessions/1244,Part_10_Trial3_taggingImages2,P10-Rec3-2009.07.23.17.44.24_C1 trigger _C_Section_4,11
Sessions/2633,Part_21_N_Trial17_emotion,P21-Rec1-2009.08.31.14.23.22_C1 trigger _C_Section_33,20
Sessions/878,Part_7_Trial27_taggingImages2,P7-Rec3-2009.07.22.17.43.52_C1 trigger _C_Section_28,11
Sessions/2476,Part_20_S_Trial3_emotion,P20-Rec1-2009.08.31.10.38.29_C1 trigger _C_Section_6,123
Sessions/1278,Part_10_Trial7_taggingVideos,P10-Rec4-2009.07.23.17.50.59_C1 trigger _C_Section_8,12
Sessions/938,Part_8_S_Trial14_emotion,P8-Rec1-2009.07.23.13.03.17_C1 trigger _C_Section_28,109
Sessions/2148,Part_17_Trial27_taggingImages1,P17-Rec2-2009.08.28.10.25.21_C1 trigger _C_Section_28,12
Sessions/3622,Part_28_Trial11_taggingVideos,P28-Rec4-2009.09.02.19.34.25_C1 trigger _C_Section_12,12
Sessions/3457,Part_27_Trial6_taggingImages2,P27-Rec3-2009.09.02.17.32.21_C1 trigger _C_Section_7,11
Sessions/3505,Part_27_Trial24_taggingVideos,P27-Rec4-2009.09.02.17.38.20_C1 trigger _C_Section_25,12
Sessions/2365,Part_19_N_Trial13_emotion,P19-Rec1-2009.08.28.16.34.00_C1 trigger _C_Section_25,20
Sessions/3578,Part_28_Trial27_taggingImages1,P28-Rec2-2009.09.02.19.22.16_C1 trigger _C_Section_28,11
Sessions/2141,Part_17_Trial20_taggingImages1,P17-Rec2-2009.08.28.10.25.21_C1 trigger _C_Section_21,12
Sessions/141,Part_2_N_Trial6_emotion,P2-Rec1-2009.07.10.15.42.44_C1 trigger _C_Section_11,18
Sessions/1488,Part_12_Trial17_taggingImages1,P12-Rec2-2009.08.26.12.19.18_C1 trigger _C_Section_18,11
Sessions/2623,Part_21_N_Trial12_emotion,P21-Rec1-2009.08.31.14.23.22_C1 trigger _C_Section_23,22
Sessions/3381,Part_27_N_Trial1_emotion,P27-Rec1-2009.09.02.16.36.05_C1 trigger _C_Section_1,20
Sessions/3139,Part_25_N_Trial10_emotion,P25-Rec1-2009.09.01.14.47.38_C1 trigger _C_Section_19,17
Sessions/2384,Part_19_Trial3_taggingImages1,P19-Rec2-2009.08.28.17.21.43_C1 trigger _C_Section_4,12
Sessions/3461,Part_27_Trial10_taggingImages2,P27-Rec3-2009.09.02.17.32.21_C1 trigger _C_Section_11,11
